"ID","Full","Nome"
"119","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Extrato POUPEX - Plano Flex Imóvel M01 - 12 meses - 2024-12-10.pdf","Extrato POUPEX - Plano Flex Imóvel M01 - 12 meses - 2024-12-10.pdf"
"120","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Masterplan - planta de garagem - Poupex.pdf","Masterplan - planta de garagem - Poupex.pdf"
"121","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Planta do apartamento - 4 quartos 128m² (POUPEX).pdf","Planta do apartamento - 4 quartos 128m² (POUPEX).pdf"
"122","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\POUPEX - documento público geral (ilegível) - APTO.pdf","POUPEX - documento público geral (ilegível) - APTO.pdf"
"123","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Prospecto Century Plaza - POUPEX - empreendimento Taguatinga.pdf","Prospecto Century Plaza - POUPEX - empreendimento Taguatinga.pdf"
"124","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Resultado da assembleia de consórcio - Grupo I296 - Porto Seguro - 2024-11-22.pdf","Resultado da assembleia de consórcio - Grupo I296 - Porto Seguro - 2024-11-22.pdf"
"125","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Tabela comparativa imóveis Reserva 22 vs. Reserva Douro - Poupex.docx","Tabela comparativa imóveis Reserva 22 vs. Reserva Douro - Poupex.docx"
"126","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Tabela de preços Poupex - Península Ilha do Mel - Bloco Q 103 m² (vig. até 2024-01-01).pdf","Tabela de preços Poupex - Península Ilha do Mel - Bloco Q 103 m² (vig. até 2024-01-01).pdf"
"127","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Tabela de preços POUPEX Ilha Grande Bloco P - vigente até 2024-05-21 (grifado).pdf","Tabela de preços POUPEX Ilha Grande Bloco P - vigente até 2024-05-21 (grifado).pdf"
"128","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Tabela de preços POUPEX Ilha Grande Bloco P - vigente até 2024-05-21.pdf","Tabela de preços POUPEX Ilha Grande Bloco P - vigente até 2024-05-21.pdf"
"129","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Validação POUPEX - Sistema de Comercialização de Imóveis - Residencial Ilha Grande P (Península).pdf","Validação POUPEX - Sistema de Comercialização de Imóveis - Residencial Ilha Grande P (Península).pdf"
"130","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Vídeo do WhatsApp de 2024-05-01 à(s) 11.51.09_7c1eaf02.mp4","Vídeo do WhatsApp de 2024-05-01 à(s) 11.51.09_7c1eaf02.mp4"
"131","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\POUPEX\Vídeo do WhatsApp de 2024-05-01 à(s) 11.51.09_8e674ec5.mp4","Vídeo do WhatsApp de 2024-05-01 à(s) 11.51.09_8e674ec5.mp4"
