"ID","Nome (Artigo)","Texto do Artigo"
"79","Art. 25, §4º","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO III - DA APREENSÃO DO PRODUTO E DO INSTRUMENTO DE INFRAÇÃO
Dispositivo: Art. 25, §4º

Art. 25. Verificada a infração, serão apreendidos seus produtos e instrumentos, lavrando-se os respectivos autos. (Vide ADPF 640)
§4º Os produtos e subprodutos da fauna não perecíveis serão destruídos ou doados a instituições científicas, culturais ou educacionais. (Renumerando do §3º para §4º pela Lei nº 13.052, de 2014)"
"80","Art. 25, §5º","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO III - DA APREENSÃO DO PRODUTO E DO INSTRUMENTO DE INFRAÇÃO
Dispositivo: Art. 25, §5º

Art. 25. Verificada a infração, serão apreendidos seus produtos e instrumentos, lavrando-se os respectivos autos. (Vide ADPF 640)
§5º Os instrumentos utilizados na prática da infração serão vendidos, garantida a sua descaracterização por meio da reciclagem. (Renumerando do §4º para §5º pela Lei nº 13.052, de 2014)"
"81","Art. 26","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO IV - DA AÇÃO E DO PROCESSO PENAL
Dispositivo: Art. 26

Art. 26. Nas infrações penais previstas nesta Lei, a ação penal é pública incondicionada."
"82","Art. 26, Parágrafo único","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO IV - DA AÇÃO E DO PROCESSO PENAL
Dispositivo: Art. 26, Parágrafo único

Art. 26. Nas infrações penais previstas nesta Lei, a ação penal é pública incondicionada.
Parágrafo único. (VETADO)"
"83","Art. 27","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO IV - DA AÇÃO E DO PROCESSO PENAL
Dispositivo: Art. 27

Art. 27. Nos crimes ambientais de menor potencial ofensivo, a proposta de aplicação imediata de pena restritiva de direitos ou multa, prevista no Art. 76 da Lei nº 9.099, de 26 de setembro de 1995, somente poderá ser formulada desde que tenha havido a prévia composição do dano ambiental, de que trata o Art. 74 da mesma lei, salvo em caso de comprovada impossibilidade."
"84","Art. 28","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO IV - DA AÇÃO E DO PROCESSO PENAL
Dispositivo: Art. 28

Art. 28. As disposições do Art. 89 da Lei nº 9.099, de 26 de setembro de 1995, aplicam-se aos crimes de menor potencial ofensivo definidos nesta Lei, com as seguintes modificações:"
"85","Art. 28, I","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO IV - DA AÇÃO E DO PROCESSO PENAL
Dispositivo: Art. 28, I

Art. 28. As disposições do Art. 89 da Lei nº 9.099, de 26 de setembro de 1995, aplicam-se aos crimes de menor potencial ofensivo definidos nesta Lei, com as seguintes modificações:
I - a declaração de extinção de punibilidade, de que trata o §5º do artigo referido no caput, dependerá de laudo de constatação de reparação do dano ambiental, ressalvada a impossibilidade prevista no inciso I do §1º do mesmo artigo;"
"86","Art. 28, II","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO IV - DA AÇÃO E DO PROCESSO PENAL
Dispositivo: Art. 28, II

Art. 28. As disposições do Art. 89 da Lei nº 9.099, de 26 de setembro de 1995, aplicam-se aos crimes de menor potencial ofensivo definidos nesta Lei, com as seguintes modificações:
II - na hipótese de o laudo de constatação comprovar não ter sido completa a reparação, o prazo de suspensão do processo será prorrogado, até o período máximo previsto no artigo referido no caput, acrescido de mais um ano, com suspensão do prazo da prescrição;"
"87","Art. 28, III","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO IV - DA AÇÃO E DO PROCESSO PENAL
Dispositivo: Art. 28, III

Art. 28. As disposições do Art. 89 da Lei nº 9.099, de 26 de setembro de 1995, aplicam-se aos crimes de menor potencial ofensivo definidos nesta Lei, com as seguintes modificações:
III - no período de prorrogação, não se aplicarão as condições dos incisos II, III e IV do §1º do artigo mencionado no caput;"
"88","Art. 28, IV","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO IV - DA AÇÃO E DO PROCESSO PENAL
Dispositivo: Art. 28, IV

Art. 28. As disposições do Art. 89 da Lei nº 9.099, de 26 de setembro de 1995, aplicam-se aos crimes de menor potencial ofensivo definidos nesta Lei, com as seguintes modificações:
IV - findo o prazo de prorrogação, proceder-se-á à lavratura de novo laudo de constatação de reparação do dano ambiental, podendo, conforme seu resultado, ser novamente prorrogado o período de suspensão, até o máximo previsto no inciso II deste artigo, observado o disposto no inciso III;"
"89","Art. 28, V","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO IV - DA AÇÃO E DO PROCESSO PENAL
Dispositivo: Art. 28, V

Art. 28. As disposições do Art. 89 da Lei nº 9.099, de 26 de setembro de 1995, aplicam-se aos crimes de menor potencial ofensivo definidos nesta Lei, com as seguintes modificações:
V - esgotado o prazo máximo de prorrogação, a declaração de extinção de punibilidade dependerá de laudo de constatação que comprove ter o acusado tomado as providências necessárias à reparação integral do dano."
"90","Art. 29","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa."
"91","Art. 29, §1º","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §1º

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§1º Incorre nas mesmas penas:"
"92","Art. 29, §1º, I","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §1º, I

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§1º Incorre nas mesmas penas:
I - quem impede a procriação da fauna, sem licença, autorização ou em desacordo com a obtida;"
"93","Art. 29, §1º, II","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §1º, II

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§1º Incorre nas mesmas penas:
II - quem modifica, danifica ou destrói ninho, abrigo ou criadouro natural;"
"94","Art. 29, §1º, III","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §1º, III

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§1º Incorre nas mesmas penas:
III - quem vende, expõe à venda, exporta ou adquire, guarda, tem em cativeiro ou depósito, utiliza ou transporta ovos, larvas ou espécimes da fauna silvestre, nativa ou em rota migratória, bem como produtos e objetos dela oriundos, provenientes de criadouros não autorizados ou sem a devida permissão, licença ou autorização da autoridade competente."
"95","Art. 29, §2º","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §2º

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§2º No caso de guarda doméstica de espécie silvestre não considerada ameaçada de extinção, pode o juiz, considerando as circunstâncias, deixar de aplicar a pena."
"96","Art. 29, §3º","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §3º

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§3º São espécimes da fauna silvestre todos aqueles pertencentes às espécies nativas, migratórias e quaisquer outras, aquáticas ou terrestres, que tenham todo ou parte de seu ciclo de vida ocorrendo dentro dos limites do território brasileiro, ou águas jurisdicionais brasileiras."
"97","Art. 29, §4º","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §4º

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§4º A pena é aumentada de metade, se o crime é praticado:"
"98","Art. 29, §4º, I","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §4º, I

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§4º A pena é aumentada de metade, se o crime é praticado:
I - contra espécie rara ou considerada ameaçada de extinção, ainda que somente no local da infração;"
"99","Art. 29, §4º, II","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §4º, II

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§4º A pena é aumentada de metade, se o crime é praticado:
II - em período proibido à caça;"
"100","Art. 29, §4º, III","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §4º, III

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§4º A pena é aumentada de metade, se o crime é praticado:
III - durante a noite;"
"101","Art. 29, §4º, IV","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §4º, IV

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§4º A pena é aumentada de metade, se o crime é praticado:
IV - com abuso de licença;"
"102","Art. 29, §4º, V","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §4º, V

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§4º A pena é aumentada de metade, se o crime é praticado:
V - em unidade de conservação;"
"103","Art. 29, §4º, VI","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §4º, VI

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§4º A pena é aumentada de metade, se o crime é praticado:
VI - com emprego de métodos ou instrumentos capazes de provocar destruição em massa."
"104","Art. 29, §5º","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §5º

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§5º A pena é aumentada até o triplo, se o crime decorre do exercício de caça profissional."
"105","Art. 29, §6º","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 29, §6º

Art. 29. Matar, perseguir, caçar, apanhar, utilizar espécimes da fauna silvestre, nativos ou em rota migratória, sem a devida permissão, licença ou autorização da autoridade competente, ou em desacordo com a obtida: Pena - detenção de seis meses a um ano, e multa.
§6º As disposições deste artigo não se aplicam aos atos de pesca."
"106","Art. 30","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 30

Art. 30. Exportar para o exterior peles e couros de anfíbios e répteis em bruto, sem a autorização da autoridade ambiental competente: Pena - reclusão, de um a três anos, e multa."
"107","Art. 31","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 31

Art. 31. Introduzir espécime animal no País, sem parecer técnico oficial favorável e licença expedida por autoridade competente: Pena - detenção, de três meses a um ano, e multa."
"108","Art. 32","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 32

Art. 32. Praticar ato de abuso, maus-tratos, ferir ou mutilar animais silvestres, domésticos ou domesticados, nativos ou exóticos: (Vide ADPF 640) Pena - detenção, de três meses a um ano, e multa."
"109","Art. 32, §1º","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 32, §1º

Art. 32. Praticar ato de abuso, maus-tratos, ferir ou mutilar animais silvestres, domésticos ou domesticados, nativos ou exóticos: (Vide ADPF 640) Pena - detenção, de três meses a um ano, e multa.
§1º Incorre nas mesmas penas quem realiza experiência dolorosa ou cruel em animal vivo, ainda que para fins didáticos ou científicos, quando existirem recursos alternativos. (Vide ADPF 640)"
"110","Art. 32, §1º-A","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 32, §1º-A

Art. 32. Praticar ato de abuso, maus-tratos, ferir ou mutilar animais silvestres, domésticos ou domesticados, nativos ou exóticos: (Vide ADPF 640) Pena - detenção, de três meses a um ano, e multa.
§1º-A Quando se tratar de cão ou gato, a pena para as condutas descritas no caput deste artigo será de reclusão, de 2 (dois) a 5 (cinco) anos, multa e proibição da guarda. (Incluído pela Lei nº 14.064, de 2020)"
"111","Art. 32, §1º-B","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 32, §1º-B

Art. 32. Praticar ato de abuso, maus-tratos, ferir ou mutilar animais silvestres, domésticos ou domesticados, nativos ou exóticos: (Vide ADPF 640) Pena - detenção, de três meses a um ano, e multa.
§1º-B. Incorre nas mesmas penas quem realiza ou permite a realização de tatuagens e a colocação de piercings em cães e gatos, com fins estéticos. (Incluído pela Lei nº 15.150, de 2025)"
"112","Art. 32, §1º-C","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 32, §1º-C

Art. 32. Praticar ato de abuso, maus-tratos, ferir ou mutilar animais silvestres, domésticos ou domesticados, nativos ou exóticos: (Vide ADPF 640) Pena - detenção, de três meses a um ano, e multa.
§1º-C. Incorre nas mesmas penas quem provoca desastre ambiental que prejudique a vida, a integridade física ou o bem-estar de animais silvestres ou domésticos. (Incluído pela Lei nº 15.355, de 2026)"
"113","Art. 32, §2º","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 32, §2º

Art. 32. Praticar ato de abuso, maus-tratos, ferir ou mutilar animais silvestres, domésticos ou domesticados, nativos ou exóticos: (Vide ADPF 640) Pena - detenção, de três meses a um ano, e multa.
§2º A pena é aumentada de um sexto a um terço, se ocorre morte do animal. (Vide ADPF 640)"
"114","Art. 33","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 33

Art. 33. Provocar, pela emissão de efluentes ou carreamento de materiais, o perecimento de espécimes da fauna aquática existentes em rios, lagos, açudes, lagoas, baías ou águas jurisdicionais brasileiras: Pena - detenção, de um a três anos, ou multa, ou ambas cumulativamente."
"115","Art. 33, Parágrafo único","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 33, Parágrafo único

Art. 33. Provocar, pela emissão de efluentes ou carreamento de materiais, o perecimento de espécimes da fauna aquática existentes em rios, lagos, açudes, lagoas, baías ou águas jurisdicionais brasileiras: Pena - detenção, de um a três anos, ou multa, ou ambas cumulativamente.
Parágrafo único. Incorre nas mesmas penas:"
"116","Art. 33, Parágrafo único, I","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 33, Parágrafo único, I

Art. 33. Provocar, pela emissão de efluentes ou carreamento de materiais, o perecimento de espécimes da fauna aquática existentes em rios, lagos, açudes, lagoas, baías ou águas jurisdicionais brasileiras: Pena - detenção, de um a três anos, ou multa, ou ambas cumulativamente.
Parágrafo único. Incorre nas mesmas penas:
I - quem causa degradação em viveiros, açudes ou estações de aqüicultura de domínio público;"
"117","Art. 33, Parágrafo único, II","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 33, Parágrafo único, II

Art. 33. Provocar, pela emissão de efluentes ou carreamento de materiais, o perecimento de espécimes da fauna aquática existentes em rios, lagos, açudes, lagoas, baías ou águas jurisdicionais brasileiras: Pena - detenção, de um a três anos, ou multa, ou ambas cumulativamente.
Parágrafo único. Incorre nas mesmas penas:
II - quem explora campos naturais de invertebrados aquáticos e algas, sem licença, permissão ou autorização da autoridade competente;"
"118","Art. 33, Parágrafo único, III","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 33, Parágrafo único, III

Art. 33. Provocar, pela emissão de efluentes ou carreamento de materiais, o perecimento de espécimes da fauna aquática existentes em rios, lagos, açudes, lagoas, baías ou águas jurisdicionais brasileiras: Pena - detenção, de um a três anos, ou multa, ou ambas cumulativamente.
Parágrafo único. Incorre nas mesmas penas:
III - quem fundeia embarcações ou lança detritos de qualquer natureza sobre bancos de moluscos ou corais, devidamente demarcados em carta náutica."
"119","Art. 34","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 34

Art. 34. Pescar em período no qual a pesca seja proibida ou em lugares interditados por órgão competente: Pena - detenção de um ano a três anos ou multa, ou ambas as penas cumulativamente."
"120","Art. 34, Parágrafo único","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 34, Parágrafo único

Art. 34. Pescar em período no qual a pesca seja proibida ou em lugares interditados por órgão competente: Pena - detenção de um ano a três anos ou multa, ou ambas as penas cumulativamente.
Parágrafo único. Incorre nas mesmas penas quem:"
"121","Art. 34, Parágrafo único, I","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 34, Parágrafo único, I

Art. 34. Pescar em período no qual a pesca seja proibida ou em lugares interditados por órgão competente: Pena - detenção de um ano a três anos ou multa, ou ambas as penas cumulativamente.
Parágrafo único. Incorre nas mesmas penas quem:
I - pesca espécies que devam ser preservadas ou espécimes com tamanhos inferiores aos permitidos;"
"122","Art. 34, Parágrafo único, II","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 34, Parágrafo único, II

Art. 34. Pescar em período no qual a pesca seja proibida ou em lugares interditados por órgão competente: Pena - detenção de um ano a três anos ou multa, ou ambas as penas cumulativamente.
Parágrafo único. Incorre nas mesmas penas quem:
II - pesca quantidades superiores às permitidas, ou mediante a utilização de aparelhos, petrechos, técnicas e métodos não permitidos;"
"123","Art. 34, Parágrafo único, III","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 34, Parágrafo único, III

Art. 34. Pescar em período no qual a pesca seja proibida ou em lugares interditados por órgão competente: Pena - detenção de um ano a três anos ou multa, ou ambas as penas cumulativamente.
Parágrafo único. Incorre nas mesmas penas quem:
III - transporta, comercializa, beneficia ou industrializa espécimes provenientes da coleta, apanha e pesca proibidas."
"124","Art. 35","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 35

Art. 35. Pescar mediante a utilização de:"
"125","Art. 35, I","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 35, I

Art. 35. Pescar mediante a utilização de:
I - explosivos ou substâncias que, em contato com a água, produzam efeito semelhante;"
"126","Art. 35, II","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 35, II

Art. 35. Pescar mediante a utilização de:
II - substâncias tóxicas, ou outro meio proibido pela autoridade competente: Pena - reclusão de um ano a cinco anos."
"127","Art. 36","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 36

Art. 36. Para os efeitos desta Lei, considera-se pesca todo ato tendente a retirar, extrair, coletar, apanhar, apreender ou capturar espécimes dos grupos dos peixes, crustáceos, moluscos e vegetais hidróbios, suscetíveis ou não de aproveitamento econômico, ressalvadas as espécies ameaçadas de extinção, constantes nas listas oficiais da fauna e da flora."
"128","Art. 37","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 37

Art. 37. Não é crime o abate de animal, quando realizado:"
"129","Art. 37, I","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 37, I

Art. 37. Não é crime o abate de animal, quando realizado:
I - em estado de necessidade, para saciar a fome do agente ou de sua família;"
"130","Art. 37, II","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 37, II

Art. 37. Não é crime o abate de animal, quando realizado:
II - para proteger lavouras, pomares e rebanhos da ação predatória ou destruidora de animais, desde que legal e expressamente autorizado pela autoridade competente;"
"131","Art. 37, III","Documento: LEI nº 9.605, DE 12 DE FEVEREIRO DE 1998
Hierarquia: CAPÍTULO V - DOS CRIMES CONTRA O MEIO AMBIENTE > SEÇÃO I - Dos Crimes contra a Fauna
Dispositivo: Art. 37, III

Art. 37. Não é crime o abate de animal, quando realizado:
III – (VETADO)"
